Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Object_Car,GarageCars_types_1,GarageCars_types_2,GarageCars_types_3,GarageCars_types_4
780,90,RL,78.0,10530,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,1.9459101490553132,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,6.912742820493176,1,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1977.0,Unf,504,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2006,WD,Normal,11.813037464800539,2,False,True,False,False
781,20,RL,63.0,7875,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,2.0794415416798357,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,7.134093721192866,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,402,TA,TA,Y,220,21,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,12.07824495582233,2,False,True,False,False
782,60,RL,65.0,7153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1.9459101490553132,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,7.38025578842646,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1992.0,RFn,484,TA,TA,Y,0,124,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,12.077676615757813,2,False,True,False,False
783,20,RL,67.0,16285,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.0794415416798357,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,7.266128779556451,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2001.0,RFn,605,TA,TA,Y,0,33,0,0,0,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,12.139403856983334,2,False,True,False,False
784,85,RL,69.0,9101,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,1.791759469228055,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,7.01301578963963,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,602,TA,TA,Y,303,30,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,WD,Normal,12.016732516077072,2,False,True,False,False
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,1.9459101490553132,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,7.3031700512368,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,Y,0,291,134,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD,Normal,11.759793355371237,0,False,False,False,False
786,20,RL,69.0,9790,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,1.9459101490553132,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,7.202661196523238,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,457,TA,TA,Y,0,0,0,0,197,0,Gd,MnPrv,Shed,0,9,2009,WD,Normal,11.992266613576142,2,False,True,False,False
787,50,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,1.791759469228055,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,7.410347097821024,1,0,2,0,4,1,TA,7,Typ,0,Gd,Detchd,1961.0,Unf,416,TA,TA,Y,0,0,196,0,0,0,Gd,MnPrv,Shed,1200,6,2010,WD,Normal,11.842236406331555,1,True,False,False,False
788,60,RL,76.0,10142,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,2.0794415416798357,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,7.642524134232902,1,0,2,1,4,1,Gd,8,Typ,0,Gd,BuiltIn,2004.0,RFn,618,TA,TA,Y,0,45,0,0,0,0,Gd,MnPrv,Shed,0,1,2010,WD,Normal,12.358798024384122,2,False,True,False,False
789,20,RM,50.0,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,1.6094379124341003,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,6.804614520062624,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1954.0,Unf,281,Fa,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2008,WD,Normal,11.588969419043872,1,True,False,False,False
790,60,RL,69.0,12205,Pave,Grvl,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,1.9459101490553132,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,7.643961949002529,0,0,2,1,5,1,Gd,9,Typ,0,Gd,Attchd,1966.0,Fin,444,TA,TA,Y,133,168,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,12.141539457711714,2,False,True,False,False
791,120,RL,43.0,3182,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2.0794415416798357,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,7.044032897274685,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,397,TA,TA,Y,100,16,0,0,0,0,Gd,MnPrv,Shed,0,9,2009,WD,Normal,11.984184555794167,2,False,True,False,False
792,80,RL,69.0,11333,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1.9459101490553132,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,6.968850378341948,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,539,TA,TA,Y,120,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,11.896833207128452,2,False,True,False,False
793,60,RL,92.0,9920,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2.0794415416798357,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,7.607878073278507,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,455,TA,TA,Y,180,130,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,12.505402864156405,2,False,True,False,False
794,20,RL,76.0,9158,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2.1972245773362196,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,7.311218384419629,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2007.0,Fin,474,TA,TA,Y,168,130,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,New,Partial,12.323860125621126,2,False,True,False,False
795,60,RL,69.0,10832,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2.0794415416798357,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,7.547501682814967,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,409,TA,TA,Y,143,46,0,0,0,0,Gd,MnPrv,Shed,500,10,2008,WD,Normal,12.178192583415596,2,False,True,False,False
796,60,RL,70.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1.9459101490553132,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,7.355641102974253,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,476,TA,TA,Y,0,50,0,0,204,0,Gd,MnPrv,Shed,0,4,2010,WD,Normal,12.049424683420915,2,False,True,False,False
797,20,RL,71.0,8197,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,7.1592919047975645,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,528,TA,TA,Y,138,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2007,WD,Normal,11.874097282798648,2,False,True,False,False
798,20,RL,57.0,7677,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,6.651571873589727,0,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1953.0,Unf,240,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2008,WD,Abnorml,11.608244735642321,1,True,False,False,False
799,60,RL,104.0,13518,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.9459101490553132,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,8.052296499538647,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,820,TA,TA,Y,144,78,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,New,Partial,12.001511614739405,3,False,False,True,False
800,50,RL,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,1.791759469228055,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,7.478169694159785,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,240,TA,TA,Y,0,0,264,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,12.07254696717504,1,True,False,False,False
801,60,RL,79.0,12798,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,1.9459101490553132,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,7.4318919168078,1,0,2,1,4,1,Gd,8,Typ,0,Gd,Attchd,1997.0,RFn,603,TA,TA,Y,403,114,185,0,0,0,Gd,MnPrv,Shed,400,5,2008,WD,Normal,12.206077645517674,2,False,True,False,False
802,30,RM,40.0,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1.6094379124341003,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,7.087573705557973,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1957.0,Unf,440,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,11.60733523953139,2,False,True,False,False
803,60,RL,63.0,8199,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.0794415416798357,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,7.284134806195205,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,410,TA,TA,Y,36,18,0,0,0,0,Gd,MnPrv,Shed,0,10,2008,WD,Normal,12.149507585033072,2,False,True,False,False
804,60,RL,107.0,13891,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.9459101490553132,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,7.945555428253489,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,1020,TA,TA,Y,52,170,0,0,192,0,Gd,MnPrv,Shed,0,1,2009,New,Partial,12.001511614739405,3,False,False,True,False
805,20,RL,75.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,7.029087564149662,0,0,1,0,2,1,TA,5,Min1,0,Gd,Attchd,1954.0,Unf,286,TA,TA,Y,0,0,0,0,0,0,Gd,GdWo,Shed,0,6,2006,WD,Family,11.678448377988165,1,True,False,False,False
806,20,RL,91.0,12274,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,2.0794415416798357,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,7.264730177929867,0,0,2,0,3,1,Ex,6,Typ,0,Gd,Attchd,2008.0,RFn,554,TA,TA,Y,0,60,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,New,Partial,12.335700805443338,2,False,True,False,False
807,80,RL,75.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1.791759469228055,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,6.8885724595653635,0,0,2,0,3,1,TA,6,Typ,0,Gd,Attchd,1967.0,Fin,384,TA,TA,Y,68,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2006,WD,Normal,11.816734299348461,1,True,False,False,False
808,70,RL,144.0,21384,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,1.791759469228055,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,7.3632795869630385,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,528,TA,TA,Y,0,312,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,12.317171167298682,2,False,True,False,False
809,80,RL,85.0,13400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1.791759469228055,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,6.99117688712121,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,484,TA,TA,Y,0,0,0,0,0,0,Gd,GdWo,Shed,0,6,2006,WD,Normal,11.982622797311857,2,False,True,False,False
810,75,RM,90.0,8100,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,1.791759469228055,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,7.668093709082406,0,0,2,0,2,3,TA,11,Typ,0,Gd,Detchd,1910.0,Unf,360,Fa,Po,N,40,156,0,0,0,0,Gd,MnPrv,Shed,0,11,2009,WD,Normal,11.571203807011969,2,False,True,False,False
811,20,RL,78.0,10140,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,7.177782416195197,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,Shed,0,1,2006,WD,Normal,12.10625783509458,2,False,True,False,False
812,120,RM,69.0,4438,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,1.9459101490553132,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,6.744059186311348,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,420,TA,TA,Y,140,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2008,ConLD,Normal,11.881041706925902,2,False,True,False,False
813,20,C (all),66.0,8712,Grvl,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1.791759469228055,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,6.951772164398911,0,0,1,0,2,1,Fa,4,Typ,0,Gd,Basment,1952.0,Unf,504,TA,TA,N,0,0,0,0,0,0,Gd,MnPrv,Shed,54,6,2010,WD,Alloca,10.932999821119937,2,False,True,False,False
814,20,RL,75.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,7.274479558773871,0,0,1,1,4,1,TA,7,Typ,0,Gd,Attchd,1958.0,RFn,301,TA,TA,Y,0,0,275,0,0,0,Gd,MnPrv,Shed,500,4,2007,COD,Normal,11.969723533345908,1,True,False,False,False
815,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1.791759469228055,7,1918,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,7.1316985104669115,0,1,1,1,3,1,Fa,7,Typ,0,Gd,Detchd,1955.0,Unf,280,TA,TA,P,207,0,96,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,11.661354090741,1,True,False,False,False
816,20,RL,48.0,12137,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.0794415416798357,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,7.415776975415394,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1998.0,RFn,598,TA,TA,Y,0,34,0,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD,Normal,12.323415584358154,2,False,True,False,False
817,20,RL,69.0,11425,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,6.9167150203536085,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,275,TA,TA,Y,0,0,120,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,11.827743504053695,1,True,False,False,False
818,20,RL,69.0,13265,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,2.1972245773362196,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,7.432483807917119,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,857,TA,TA,Y,150,59,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD,Normal,12.509877789891931,3,False,False,True,False
819,80,RL,80.0,8816,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,1.9459101490553132,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,6.959398512133975,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1971.0,Unf,440,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2010,WD,Normal,11.951186847493476,2,False,True,False,False
820,120,RL,44.0,6371,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2.0794415416798357,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,7.214504414151143,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,484,TA,TA,Y,192,35,0,0,0,0,Gd,MnPrv,Shed,0,6,2010,New,Partial,12.319405795112926,2,False,True,False,False
821,60,RL,72.0,7226,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.0794415416798357,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,7.403061091090091,0,0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,2003.0,RFn,595,TA,TA,Y,0,45,0,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD,Normal,12.117246896289503,2,False,True,False,False
822,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,1.6094379124341003,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,936,0,0,6.842683282238422,0,0,1,0,2,1,TA,4,Min2,0,Gd,Detchd,1974.0,Unf,576,TA,TA,Y,0,32,112,0,0,0,Gd,MnPrv,Shed,0,2,2009,WD,Normal,11.440365524765756,2,False,True,False,False
823,60,RL,69.0,12394,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2.0794415416798357,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,886,0,7.458186157340487,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,433,TA,TA,Y,100,48,0,0,0,0,Gd,MnPrv,Shed,0,10,2007,WD,Family,12.323860125621126,2,False,True,False,False
824,50,RL,60.0,9900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1.9459101490553132,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,944,545,0,7.306531398939505,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,240,TA,TA,Y,335,0,0,0,0,0,Gd,GdWo,Shed,0,7,2009,WD,Normal,11.845827048676645,1,True,False,False,False
